,y_variable,sa,re,lowered_re,ga,lowered_ga,ma,raised_ma,pa,da,lowered_da,ni,lowered_ni,average_pitch,entropy,average_interval,intervallic_entropy,tempo,onset_density,average_ioi,long_long,long_short,short_long,Identical?,short_short,FILENAME,t1_1,t1_1m,t1_1s,t1_2,t1_2m,t1_2s,t1_3,t1_3m,t1_3s,t1_4,t1_4m,t1_4s,t1_5,t1_5m,t1_5s,t1_6,t1_6m,t1_6s,t1_7,t1_7m,t1_7mm,t1_7s,t1m_1,t1m_1m,t1m_1s,t1m_2,t1m_2m,t1m_2s,t1m_3,t1m_3m,t1m_3s,t1m_4,t1m_4m,t1m_4s,t1m_5,t1m_5m,t1m_5s,t1m_6,t1m_6m,t1m_6s,t1m_7,t1m_7m,t1m_7s,t1s_1,t1s_1m,t1s_1s,t1s_2,t1s_2m,t1s_2s,t1s_3,t1s_3m,t1s_3s,t1s_4,t1s_4m,t1s_4s,t1s_5,t1s_5m,t1s_5s,t1s_6,t1s_6m,t1s_6s,t1s_7,t1s_7m,t1s_7s,t2_1,t2_1m,t2_1s,t2_2,t2_2m,t2_2s,t2_3,t2_3m,t2_3s,t2_4,t2_4m,t2_4s,t2_5,t2_5m,t2_5s,t2_6,t2_6m,t2_6s,t2_7,t2_7m,t2_7s,t2m_1,t2m_1m,t2m_1s,t2m_2,t2m_2m,t2m_2s,t2m_3,t2m_3m,t2m_3s,t2m_4,t2m_4m,t2m_4s,t2m_5,t2m_5m,t2m_5s,t2m_6,t2m_6m,t2m_6s,t2m_7,t2m_7m,t2m_7s,t2s_1,t2s_1m,t2s_1s,t2s_2,t2s_2m,t2s_2s,t2s_3,t2s_3m,t2s_3s,t2s_4,t2s_4m,t2s_4s,t2s_5,t2s_5m,t2s_5s,t2s_6,t2s_6m,t2s_6s,t2s_7,t2s_7m,t2s_7s,t3_1,t3_1m,t3_1s,t3_2,t3_2m,t3_2s,t3_3,t3_3m,t3_3s,t3_4,t3_4m,t3_4s,t3_5,t3_5m,t3_5s,t3_6,t3_6m,t3_6s,t3_7,t3_7m,t3_7s,t3m_1,t3m_1m,t3m_1s,t3m_2,t3m_2m,t3m_2s,t3m_3,t3m_3m,t3m_3s,t3m_4,t3m_4m,t3m_4s,t3m_5,t3m_5m,t3m_5s,t3m_6,t3m_6m,t3m_6s,t3m_7,t3m_7m,t3m_7s,t3s_1,t3s_1m,t3s_1s,t3s_2,t3s_2m,t3s_2s,t3s_3,t3s_3m,t3s_3s,t3s_4,t3s_4m,t3s_4s,t3s_5,t3s_5m,t3s_5s,t3s_6,t3s_6m,t3s_6s,t3s_7,t3s_7m,t3s_7s,t4_1,t4_1m,t4_1s,t4_2,t4_2m,t4_2s,t4_3,t4_3m,t4_3s,t4_4,t4_4m,t4_4s,t4_5,t4_5m,t4_5s,t4_6,t4_6m,t4_6s,t4_7,t4_7m,t4_7s,t4m_1,t4m_1m,t4m_1s,t4m_2,t4m_2m,t4m_2s,t4m_3,t4m_3m,t4m_3s,t4m_4,t4m_4m,t4m_4s,t4m_5,t4m_5m,t4m_5s,t4m_6,t4m_6m,t4m_6s,t4m_7,t4m_7m,t4m_7s,t4s_1,t4s_1m,t4s_1s,t4s_2,t4s_2m,t4s_2s,t4s_3,t4s_3m,t4s_3s,t4s_4,t4s_4m,t4s_4s,t4s_5,t4s_5m,t4s_5s,t4s_6,t4s_6m,t4s_6s,t4s_7,t4s_7m,t4s_7s,t5_1,t5_1m,t5_1s,t5_2,t5_2m,t5_2s,t5_3,t5_3m,t5_3s,t5_4,t5_4m,t5_4s,t5_5,t5_5m,t5_5s,t5_6,t5_6m,t5_6s,t5_7,t5_7m,t5_7s,t5m_1,t5m_1m,t5m_1s,t5m_2,t5m_2m,t5m_2s,t5m_3,t5m_3m,t5m_3s,t5m_4,t5m_4m,t5m_4s,t5m_5,t5m_5m,t5m_5s,t5m_6,t5m_6m,t5m_6s,t5m_7,t5m_7m,t5m_7s,t5s_1,t5s_1m,t5s_1s,t5s_2,t5s_2m,t5s_2s,t5s_3,t5s_3m,t5s_3s,t5s_4,t5s_4m,t5s_4s,t5s_5,t5s_5m,t5s_5s,t5s_6,t5s_6m,t5s_6s,t5s_7,t5s_7m,t5s_7s,t6_1,t6_1m,t6_1s,t6_2,t6_2m,t6_2s,t6_3,t6_3m,t6_3s,t6_4,t6_4m,t6_4s,t6_5,t6_5m,t6_5s,t6_6,t6_6m,t6_6s,t6_7,t6_7m,t6_7mm,t6_7s,t6m_1,t6m_1m,t6m_1s,t6m_2,t6m_2m,t6m_2s,t6m_3,t6m_3m,t6m_3s,t6m_4,t6m_4m,t6m_4s,t6m_5,t6m_5m,t6m_5s,t6m_6,t6m_6m,t6m_6s,t6m_7,t6m_7m,t6m_7s,t6s_1,t6s_1m,t6s_1s,t6s_2,t6s_2m,t6s_2s,t6s_3,t6s_3m,t6s_3s,t6s_4,t6s_4m,t6s_4s,t6s_5,t6s_5m,t6s_5s,t6s_6,t6s_6m,t6s_6s,t6s_7,t6s_7m,t6s_7s,t7_1,t7_1m,t7_1s,t7_2,t7_2m,t7_2s,t7_3,t7_3m,t7_3s,t7_4,t7_4m,t7_4s,t7_5,t7_5m,t7_5s,t7_6,t7_6m,t7_6s,t7_7,t7_7m,t7_7s,t7m_1,t7m_1m,t7m_1s,t7m_2,t7m_2m,t7m_2s,t7m_3,t7m_3m,t7m_3s,t7m_4,t7m_4m,t7m_4s,t7m_5,t7m_5m,t7m_5s,t7m_6,t7m_6m,t7m_6s,t7m_7,t7m_7m,t7m_7s,t7mm_6,t7mm_7m,t7s_1,t7s_1m,t7s_1s,t7s_2,t7s_2m,t7s_2s,t7s_3,t7s_3m,t7s_3s,t7s_4,t7s_4m,t7s_4s,t7s_5,t7s_5m,t7s_5s,t7s_6,t7s_6m,t7s_6s,t7s_7,t7s_7m,t7s_7s
Jaunpuri_D2T17.txt,450,0.148,0.123,0,0,0.066,0.132,0,0.173,0,0.173,0,0.181,66.8922,4.28272,9.40785,4.49434,118.463,3.10881,0.381645,19.52,19.74,19.74,Y,41,Jaunpuri_D2T17.txt.deg.degree,1.709,0,0,2.564,0,0,0,0,0,0.855,0,0,0,0,0,0,0,0,0,8.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.128,0,0,3.419,0,0,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.419,0,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.709,0,0,0,3.419,0,1.709,0,0,6.838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,0,0,0,0,0,0,0,0,7.692,0,0,2.564,0,0,0,5.128,0,0,1.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.855,0,0,8.547,0,0,0,5.983,0,0,2.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.838,0,0,0.855,0,0,0,0,0,0,0,0,0,0,0,0,6.838,0,0,4.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jhinjhoti_D2T18,1125,0.141,0.136,0,0.117,0,0.108,0,0.146,0.212,0,0,0.136,67.299,3.89802,7.93039,4.01489,187.076,2.96829,0.576779,39.79,18.91,18.91,Y,22.39,Jhinjhoti_D2T18.txt.deg.degree,3.382,0,0,3.865,0,0,1.449,0,0,0,0,0,0.966,0,0,0.966,0,0,0,2.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.797,0,0,0.966,0,0,3.382,0,0,2.899,0,0,0,0,0,0,0,0,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.966,0,0,7.246,0,0,1.932,0,0,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0,0,4.348,0,0,2.415,0,0,2.899,0,0,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.415,0,0,2.899,0,0,8.213,0,0,0,1.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.382,0,0,0.966,0,0,0.483,0,0,1.449,0,0,6.28,0,0,5.314,0,0,0,3.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0,0,0,0,0,0,0,0,0,0,0,1.932,0,0,6.28,0,0,0,5.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jog_D3T1,1200,0.215,0.004,0,0.178,0.053,0.157,0,0.19,0,0,0,0.199,65.8918,3.47184,8.05268,3.90929,157.201,3.51741,0.42993,27.83,20.18,20.18,Y,31.81,Jog_D3T1.txt.deg.degree,1.271,0,0,0,0,0,9.322,3.39,0,0.424,0,0,0.424,0,0,0,0,0,0,6.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.966,0,0,0,0,0,2.542,0.424,0,11.017,0,0,0.847,0,0,0,0,0,0,0,0,3.39,0,0,0,0,0,0,0.424,0,0,0,0,0,0,0,0,0,0,0,1.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.542,0,0,0,0,0,2.542,0.424,0,1.695,0,0,7.627,0,0,0,0,0,0,1.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.695,0,0,0,0,0,2.966,0,0,2.966,0,0,3.39,0,0,0,0,0,0,8.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.746,0,0,0,0,0,0.424,0.847,0,0,0,0,6.78,0,0,0,0,0,0,2.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jogiya_D3T2,210,0.197,0,0.111,0.123,0,0.172,0,0.172,0,0.148,0.061,0.012,71.1986,3.75927,5.43213,3.70704,130.835,1.84992,0.491174,38.69,18.33,18.33,Y,24.66,Jogiya_D3T2.txt.deg.degree,6.579,0,0,0,3.947,0,0,0,0,0,0,0,0,0,0,0,0,0,6.579,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.947,0,0,0,3.947,0,0,0,0,2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,2.632,0,0,6.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.895,0,0,2.632,0,0,7.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,0,0,7.895,0,0,0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.632,0,0,0,0,0,1.316,0,0,1.316,0,0,2.632,0,0,0,6.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kafi_D3T3,1185,0.137,0.166,0,0,0.088,0.156,0,0.147,0.176,0,0,0.127,71.0668,3.89306,4.91732,3.652,187.076,1.87622,0.508684,36.22,19.09,19.09,Y,25.59,Kafi_D3T3.txt.deg.degree,3.061,0,0,2.041,0,0,0,0,0,1.02,0,0,0,0,0,1.02,0,0,0,6.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.061,0,0,3.061,0,0,0,3.061,0,7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.143,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.061,0,0,0,3.061,0,3.061,0,0,6.122,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.041,0,0,1.02,0,0,0,1.02,0,4.082,0,0,1.02,0,0,4.082,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.061,0,0,0,0,0,0,0,0,0,0,0,8.163,0,0,4.082,0,0,0,3.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,8.163,0,0,0,3.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamod_D3T4,1050,0.121,0.149,0,0.13,0,0.13,0.009,0.28,0.112,0,0.037,0.028,65.1692,4.30025,9.20377,4.51448,126.048,2.88689,0.356068,23.8,17.47,17.47,Y,41.27,Kamod_D3T4.txt.deg.degree,0.971,0,0,3.883,0,0,0,0,0,0.971,0,0,0.971,0,0,0.971,0,0,2.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.825,0,0,2.913,0,0,0,0,0,0.971,0,0,3.883,0,0,0,0,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.825,0,0,6.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.796,0,0,0,0,0,0,0,0,3.883,0,0,2.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0,0,0,0,1.942,0,0,0,0,0,6.796,0,0,3.883,0,0.971,13.592,0,0,1.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.825,0,0,2.913,0,0,0,2.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.913,0,0,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kedar_D3T5,1035,0.193,0.075,0,0.053,0,0.107,0.064,0.247,0.172,0,0.086,0,64.7283,4.12072,9.27214,4.48519,100.838,2.7325,0.418714,25.93,21.26,21.42,N,31.4,Kedar_D3T5.txt.deg.degree,5.618,0,0,2.247,0,0,0,0,0,2.247,0,0,1.124,0,0,2.247,0,0,4.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.371,0,0,2.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,1.124,0,1.124,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,4.494,0,0,3.371,0,0,2.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.247,0,0,3.371,0,0,1.124,0,0,1.124,0,0,0,0,0,0,0,0,4.494,0,5.618,11.236,0,0,3.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.247,0,0,0,0,0,0,0,0,0,0,0,8.989,0,0,5.618,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.247,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Khamaj_D3T6,1125,0.127,0.03,0,0.21,0,0.12,0,0.15,0.195,0,0.09,0.075,66.2288,3.81326,7.75758,4.11704,159.014,3.37184,0.39954,24.36,20.61,20.61,Y,34.42,Khamaj_D3T6.txt.deg.degree,2.326,0,0,0,0,0,3.101,0,0,0,0,0,0.775,0,0,0,0,0,3.101,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,6.977,0,0,8.527,0,0,1.55,0,0,0,0,0,2.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.977,0,0,0.775,0,0,3.101,0,0,0.775,0,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0.775,0,0,2.326,0,0,10.078,0,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0.775,0,0,2.326,0,0,5.426,0,0,3.876,0,0,2.326,3.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.326,0,0,5.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirvani_D3T7,1200,0.217,0.195,0,0,0.163,0.065,0,0.119,0,0.141,0.086,0.01,66.4819,3.90172,10.1224,4.36298,127.999,2.6882,0.396024,18.1,22.59,22.59,Y,36.72,Kirvani_D3T7.txt.deg.degree,6.818,0,0,5.682,0,0,0,2.273,0,0,0,0,1.136,0,0,0,2.273,0,1.136,1.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0,3.409,0,0,0,9.091,0,0,0,0,0,0,0,0,0,0,2.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.273,0,0,9.091,0,0,0,0,0,2.273,0,0,2.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,0,0,0,2.273,0,0,0,0,3.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,0,0,0,0,0,0,2.273,0,2.273,0,0,1.136,0,0,0,4.545,0,1.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,0,0,0,0,0,0,0,0,1.136,0,0,4.545,0,0,0,4.545,0,3.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545,0,0,0,0,0,0,0,0,1.136,0,0,0,0,0,0,2.273,0,1.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lalit_D3T8,90,0.159,0,0.117,0.17,0,0.202,0.159,0,0,0.117,0.074,0,67.7839,4.04552,8.29769,4.06975,130.422,1.96445,0.451527,17.34,21.1,21.1,Y,40.46,Lalit_D3T8.txt.deg.degree,11.236,0,0,0,2.247,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.247,0,0,0,2.247,0,3.371,0,0,0,0,0,0,0,0,0,0,0,3.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.371,0,3.371,0,0,7.865,0,2.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.865,0,0,5.618,0,6.742,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.247,0,0,7.865,0,2.247,0,0,0,0,4.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0,5.618,0,0,0,0,3.371,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,3.371,0,0,0,0,0,0,0,0,0,0,0,2.247,0,1.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhuvanti_D3T9,915,0.2,0.142,0,0,0.171,0,0.285,0.085,0,0,0.114,0,72.4932,4.41822,12.2315,4.73227,128.397,2.25422,0.51167,58.75,14.79,14.79,Y,11.67,Madhuvanti_D3T9.txt.deg.degree,3.226,0,0,0,0,0,0,0,0,0,0,6.452,0,0,0,0,0,0,6.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.452,0,0,6.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,3.226,0,0,0,3.226,0,0,0,3.226,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.903,0,0,0,12.903,6.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.226,0,0,3.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
